PROLIFIC_PID	scenario	IFPI	Why?	IFNI	Why?	SFPI	Why?	SFNI	Why?	AB	DB	DT	PGM	Q5.7	Q5.8	Q5.9	Q5.10	Q5.11	Q5.12	Q6.7	Q6.8	Q6.9	Q6.10	Q6.11	Q6.12	Q10.14	Q10.15	Q10.16	Q10.17	Q10.18	Q10.19	Q10.20	Q10.21	Q199	Q203	Q200	Q204	Q201	Q205	pref_model	group	Ethnicity	BFPI	BFNI
614eacca1ae6e91a34e9658c	rent	1	This is unlikely to impact an individual as significantly as a mistaken denial, but it depends on the source of the payment and how quickly the issue is noticed	2	This presents a severe hassle to the renter, who needs to work with the appropriate parties to resolve this issue, despite likely already having a busy schedule.	0	For this purpose, society can be defined as the inhabitants of the city the renter lives in. A single fraudulent payment has little impact on the rest of society.	0	For this purpose, society can be defined as the inhabitants of the country the renter lives in. One denied transaction has little impact on the whole of society.	Yes	Yes	Yes	Disadvantaged	Mildly unfair	It has a more fair mistake rate than Model Y but considering the racial disparity between payment acceptance I think I would need more information about the denied payments and that mistake rate before I could make a proper judgement. Considering only the information provided, it doesn't look great.	Acceptably biased	"Same reasoning as why I think it is unfair, but I'll add that ""acceptable"" is not exactly how I would describe any bias. However, I can't call it ""very biased"" without more information."	Mostly unusable	It will not look good for the company if anyone notices the racial discrepancy. Some businesses may be willing to take that risk, but I wouldn't.	Very unfair	It seems to allow fraudulent payments from Caucasian people more often, hinting that it is a harsher judge of non-Caucasian people	Very biased	For the same reason: allowing fraudulent payments from Caucasian people more often implies that it is a harsher judge of non-Caucasian people	Mostly ununsable	Deploying biased machine learning models seems to be the standard business practice now, but I doubt it will be much longer.	Probably model Y	Compared to Model X, Model Y seems less likely to reinforce historical racial disparities.	Models X and Y are equally biased	It is hard for me to say for sure with this information.	Probably model Y	Model Y because I also think it is likely more fair.	1	Model Y seems like the better choice with the information provided, mostly because it seems like it may be more fair.	Both ${e://Field/pref_model} and Z are equally fair	I can't decide. I feel like this could be mathematically determined if I knew how to do that kind of math	Probably ${e://Field/pref_model}	My original suspicion that it is a harsher judge of non-Caucasians appears to have been correct.	0	I've seen more information about Y than Z, and I would hold out to know more about Z before deciding between the two.	model Y	minority	Caucasian	0.5	1.0
6120d602c1976a4114dcb110	rent	2	Because it causes harm to the person who is being stolen from. 	2	This can cause them to lose their home, their shelter and it affects everyone else that lives in the house. 	2	This will affect the individual along with their family. It can cause stress on the family. For example missed car payments, or them even loosing their own shelter because they don't have the funds to have a roof over their head. 	2	This can affect the other people living in the house like their kids. And it's a domino affect, it will cause stress to everyone else. For example the individual could be stressed and the kids feel stressed therefore they perform poorly in school. 	Yes	No	Yes	Disadvantaged	Very unfair	Because they are basing it upon race. There is bad in every race so why even use that as a category and single them out? And it's just Caucasian and then all the other races in one category, that is so racist, unfair, and wrong. 	Very biased	Again, it's still singling minorities out from the Caucasians. Why are they even doing that? Like Caucasians are different than other people? 	Completely unusable	Besides that it's morally wrong I think it would be inaccurate. I say this because there are equal amounts of each race that could possibly use fraudulent payments, I've seen it with my own eyes. 	Neither fair nor unfair	It's fair in a way that it gives everyone an equal chance. But still why is it divided into two categories? To make it completely accurate they should divide it into past history and then maybe some sub categories like male and female. And if they want to be racist they can even do a sub category beyond that like Caucasian, black, Asian, Hispanic. 	Very biased	I don't think it would be accurate per everything I said above and before. 	Neither useful nor unusable	It could be useful, yes. But to be completely useful and accurate they need to go by past history and then sub categorize that. 	Probably model Y	I'm going by the probability of allowing payments. Since they are both equal that would be the choice that is most fair to both categories, but I don't think that any of these models are fair. 	Models X and Y are equally biased	Because they are basing it off race. It's even more biased that they only separated by it into two categories like white people are different than everyone else. 	Probably model Y	Because both categories get an equal chance and if they detect fraud then they could go from there. 	0	Because it's biased and racist. Since computers are so intelligent, I would think they would come up with a better plan. 	Probably ${e://Field/pref_model}	Because they are allowing equal payments 	Both ${e://Field/pref_model} and Z are equally biased	Because it's being judgemental to both categories. 	0	I would come up with a better solution: past history, male and female, and then sub categories like age and then each individual race. 	model Y	majority	Caucasian	2.0	2.0
60fcb64c52cb3e4c9ec0c76b	frauth	2	mistaken access could leave the individuals information vulnerable, and medical records are private information.	0	the staff should know their password to access the system, so at most it is an inconvenience and may take an extra minute	2	access to a hospital system could put so many people's information at risk without them knowing, and the impacts could be far reaching 	1	putting in the password could cause some efficiency issues in the hospital, so patients aren't treated in the most effective way possible. 	No	Yes	Yes	Advantaged	Mildly unfair	there is a large gap in the probability of granting access	Acceptably biased	it does have an issue with probability of granting access but there is no difference in the rate that it makes mistakes.	Neither useful nor unusable	leaning slightly more to useful but not mostly useful. There are still a fairly large percentage of mistakes.	Acceptably fair	it has an identical probability of granting access, but there is a discrepancy in the ratio of mistakes.	Acceptably biased	there are more mistakes when identifying Caucasian individuals than non Caucasian individuals 	Mostly ununsable	it makes a significant number of mistakes in identifying doctors.	Probably model Y	there is not difference in the probability of access being granted 	Probably model X	there is a large gap in the probability of access being granted	Probably model Y	it is more fair and has a lower average rate of mistake	1	It seems more fair and less biased overall	Probably model Z	it makes an even number of mistakes between the groups	Probably ${e://Field/pref_model}	there is a very large gap in the number of mistakes made	1	even though the probability of y is more even, z makes fewer mistakes overall 	model Y	minority	Caucasian	2.0	0.5
617078fb6641a57cb762a401	frauth	2	Very unsafe and scary.	2	It's very important to be able to recognize an authorized staff as it can be unsafe.	2	the community where the hospital is can have unsafe consequences.	2	Everyone in and around the hospital will be impacted if the system isn't accurate.	Yes	Yes	Yes	Disadvantaged	Neither fair nor unfair	not sure.	Mildly unbiased	not sure.	Mostly useful	looks like it works for the most part.	Mildly unfair	unsure.	Very biased	unsure how to answer.	Mostly useful	It works.	Definitely model Y	It looks more reliable based on granted access.	Probably model X	I just think so.	Definitely model Y	they grant access evenly.	2	Because it's more workable and unbiased.	Probably model Z		Probably ${e://Field/pref_model}		1		model Y	majority	Non-Caucasian	2.0	2.0
611d42472542f0906bc3b54b	icu	2	If ICU support is given when not needed it can result in more financial cost to the individual patient's care.	2	From an individual standpoint it could mean the difference between life and death.	2	One individual's care cost will be felt as a whole on society if it puts too much of a financial strain on the individual.	2	For the family of the individual, if that person dies, the loss to the family unit and society as a whole can be immeasurable.	No	No	Yes	Disadvantaged	Very unfair	The predictions for caucasian patients were close but non-caucasian patients had a very large discrepancy.	Very biased	they prediction for non-caucasian has a much larger margin of error than for caucasian patients.	Mostly unusable	For one whole section of patients the data is not close to being as accurate as it is for the caucasian patients.	Very unfair	Again the prediction is skewed when it comes to non-caucasian patients.	Very biased	It overpredicts more towards the non-caucasian patients.	Neither useful nor unusable	For caucasian patients the data can be useful, but is very off for non-caucasian patients.	Models X and Y are equally fair	There predictions each tend to be close to the actual numbers in a certain demographic but each is way off on the other demographic.	Models X and Y are equally biased	They each skew at least 30 per cent off for one demographic and around 8 per cent off on the other demographic.	Models X and Y are equally useful	They are off by similar percentage points for each demographic.	0	Neither one is better or worse than the other and each one is skewed wildly in favor of one set of patients.	Both ${e://Field/pref_model} and Z are equally fair	Their probability was equally as inaccurate for each model.	Both ${e://Field/pref_model} and Z are equally biased	Each model was equally wrong in predicting probability for each demographic of patient.	0	Both had similar percentage points in error.	model Y	majority	Non-Caucasian	2.0	2.0
6111202e9250c75296f411bf	frauth	2	"Hospitals keep a mass amount of confidential documents as well as drugs, metal instruments and other things that shouldn't be that easily accessible. 
"	2	High because it would be inconvenient during emergency situations, causing delays, issues with communication and documents. Hopefully with reliable hospital software, a reset or manual log would be an available alternative. 	2	It puts confidential information, drugs and medical tools at riak.	1	Still very inconvenient but the username/password back up is a great safety net  for when the facial recognition fails.	Yes	Yes	Yes	Disadvantaged	Mildly unfair	The probability of a non caucasian person being granted their access is lower than it is for caucasian people.	Acceptably biased	The machine seems to be more accurate when it's caucasian people utilizing it.	Neither useful nor unusable	I'm not sure if the ratio similarities within the mistakes of access is better or worse than one being higher/lower than the other.	Mildly unfair	The probability of granting access is where it should be however the mistake only among granted access makes it slightly more difficult for caucasians to avoid those mistakes from model Y.	Acceptably biased	Model Y's percentage of mistakes with granted access seems relatively high and only applies to one race.	Mostly useful	The improvements needed seem minor regarding the mistakes with access.	Probably model Y	I'm not confident in my answer but the probabilities for both caucasian and non caucasian people being granted their access is even.	Probably model X	This is a hard comparison but maybe because of the ratio of mistaken granted access.	Models X and Y are equally useful	I'm struggling trying to decipher which is better.	1	That's what my gut is telling me.	Both ${e://Field/pref_model} and Z are equally fair	I'm indecisive and don't know which ratio is more important. Rather, which ratio differences can afford to be prioritized.	Both ${e://Field/pref_model} and Z are equally biased	See above comment.	-1	Accuracy is vital and should be implemented.	model Y	minority	Non-Caucasian	2.0	1.5
6167bd607a81dede537aa23b	frauth	2	Unappropriate access to medical records	0	They still have the ability through passwords to gain access	2	The institution (Hospital and society overall) do have to be concern about what is wrongfully being accessed	0	The institution (Hospital and society overall) do not have to be concern with personal and private information being access	Yes	Yes	Yes	Disadvantaged	Mildly unfair	A larger percentage of one group were allowed access over the other, even though there were the same percentages of mistakes. Although I would want to know the overall number of subjects. 	Neither biased nor unbiased.	I cannot speak to the bias of the model because it is a machine and is doing what is was programmed to do. 	Neither useful nor unusable	I cannot say how useful because the mistake percentages are equal on both sides. 	Mildly unfair	Because we are having a higher  percentage of mistakes with one group than the other. 	Neither biased nor unbiased	Cannot say it is a machine doing what it was programmed to do. 	Neither useful nor unusable	I believe the purpose and idea behind it is very useful but application of the idea needs work.	Models X and Y are equally fair	They are both problematic in their opperations.	Models X and Y are equally biased	They are both problematic in their opperations.	Models X and Y are equally useful	I do not feel either are useful. 	0	Because the level of mistakes on both sides are significant. 	Definitely model Z	Because the same group-wise percentage were denied access	Definitely ${e://Field/pref_model}	The group-wise percentage are severely different	1	The overall percentages denied 	model Y	minority	Non-Caucasian	2.0	0.0
60fda319d6d843f4541fb694	icu	2	This could put someone’s life in danger if they are not given the care they need	1	They might not know the reasonings behind it	1	"Because this will impact healthcare for a lot of people 
Society being health care individuals ands well as people in society "	1	People who aren’t involved in health care probably won’t care as much 	No	Yes	Yes	Disadvantaged	Mildly unfair	The probability is not equal 	Acceptably biased	It is just starting facts about the probabilities but it is also stating that Caucasian individuals will have a harder time predicting the probability.	Mostly useful	It is useful so that the company can talk about the results and better look at ways to get their workers to be equal in predicting ICU use 	Very unfair	The amount of mistakes for non-Caucasian ICU supports is way higher than Caucasians which proves that there is some sort of bias and unjust and unfairness with this model 	Acceptably biased	Due to the rates of non caucasians being higher than Caucasians 	Mostly useful	This can be useful to let the company know what is going on and how this system is flawed and implement and talk about ways to fix it 	Probably model Y	The percentages are closer together 	Probably model X	Because there is a difference in how well certain people can predict icu use	Models X and Y are equally useful	They are both useful to learn from and to get information from to better teach and advance people working	1	Because it gives and equal amount of predication to both parties and still lays out the mistakes fairly 	Probably ${e://Field/pref_model}		Probably model Z		-1		model Y	majority	Non-Caucasian	1.5	1.0
6108957f175a2eb650221b8e	rent	0	They can reverse the payment	2	Housing is a right that shouldn't be complicated by flawed technology.	0	The company will not be bankrupted by fraudsters so there is little risk when large corporations like that take losses	0	Society at large would likely be indifferent 	No	Yes	Yes	Disadvantaged	Very unfair	Caucasians have the same amount of risk for mistake but get payments allowed at a higher rate	Very biased	It implies that non caucasian folks are less likely to get approved payment than caucasians even though the mistakes are made at the same rate. 	Completely unusable	Will result in biased practices	Very fair	It allows an even probability of approved payment regardless of race	Very unbiased	Results are consistent with fair practices regardless of race.	Very useful	Allows to preemptively filter out some applicants without bias	Probably model Y	The difference in the rates is less severe in Y	Definitely model X	There is a standard set that isn't matched for all races	Models X and Y are equally useful	Both have implied biases	0	Both are more flawed than I would be comfortable with	Definitely model Z	It is more fair but, not fair in general	Definitely model Z	There is a heavy caucasian leaning bias	0	Both are more flawed than I am comfortable with	model Y	minority	Non-Caucasian	0.0	1.0
610e628bb9ef91fb413c9865	frauth	2	The unauthorized individuals are just as dangers as strangers walking into your house.	2	There are many sick people who just want to kill others and they will do different things to achieve that goal.	2	I consider all people part of society because every person does something that affects how others live. It is a dangerous thing to allow non-medical personnel into security-secured places.	2	I consider all people part of society because every person does something that affects how others live.	Yes	Yes	Yes	Disadvantaged	Mildly unfair	The bottom one is an equal amount of percentage while the top one has different scales	Mildly unbiased	The amount of non-Caucasian acceptance is very low compared to the amount of Caucasians. 	Neither useful nor unusable	I honestly think it only speaks to the one-sided percentage. Although the amount is equal when it comes to mistakes made when access is granted.	Mildly unfair	I think that everything cannot be determined by machines. Everyone makes mistakes but the machine is showing that one race can make the most.	Neither biased nor unbiased	In the first one, I honestly thought that it was biased because the chances of mistakes made by the other race increased. However, it seems that the computer has done the opposite.	Neither useful nor unusable	A person's worth cannot be determined by a machine. Even machines can be wrong	Models X and Y are equally fair	Because they both hold an equal percentage of pass and failure.	Models X and Y are equally biased	The ones with different percentages for both mistakes and access granted.	Models X and Y are equally useful	If both machines showed an equal percentage then they are useful	0	I would choose neither because a machine can also make mistakes.	Both ${e://Field/pref_model} and Z are equally fair	They both show the equal percentage	Both ${e://Field/pref_model} and Z are equally biased	The percentages that show the difference between each race	0	The machines can be wrong and mistakes do not need to be tested by them	model Y	minority	Non-Caucasian	2.0	2.0
5e730aa954a7b42617d99c5a	frauth	2	This is very dangerous and could cause a lot of damage	0	It’s an inconvenience but it isn’t really a big problem 	2	It’s very dangerous, medical records can be tampered with	0	It’s just another safety precaution 	No	Yes	Yes	Disadvantaged	Neither fair nor unfair	The same amount of mistakes.	Acceptably biased	Caucasian has higher acceptance rate.	Mostly useful	If unbiased, it has a lot of potential 	Mildly unfair	The mistake percentage is too high.	Acceptably biased	Makes more mistakes with Caucasians.	Mostly useful	Higher success rate than previous model	Models X and Y are equally fair	I’m actually not sure now that I’m looking at both… I think both models still need work.	Models X and Y are equally biased	Both biased in different areas.	Models X and Y are equally useful	I think more work needs to be done before putting them in use.	0	Neither are completely reliable 	Both ${e://Field/pref_model} and Z are equally fair	Neither are completely fair.	Both ${e://Field/pref_model} and Z are equally biased	They both are biased in some areas.	0	Neither I wouldn’t use a biased program	model Y	minority	Non-Caucasian	2.0	0.0
6163ae32f4a006501a1d6448	rent	2	It is losing money for no reason, which is a big deal.	1	It is significant enough to have to contact the person in order to make sure the payment is made.	1	It is moderate considering that it could happen to other members of society. The society would be people in a community.	0	It is low since denying a payment does not affect society, just an individual. The society would be people in a community.	No	Yes	Yes	Disadvantaged	Mildly unfair	The model is biased towards non-caucasians.	Acceptably biased	The model is biased towards non-caucasians.	Mostly unusable	The model is biased towards non-caucasians.	Mildly unfair	It is biased towards caucasians.	Acceptably biased	It is biased towards caucasians.	Mostly ununsable	It is biased towards caucasians.	Probably model Y	The difference in bias between caucasians and non-caucasians is less in model y.	Probably model X	The difference in bias between caucasians and non-caucasians is less in model y.	Probably model Y	The difference in bias between caucasians and non-caucasians is less in model y, so it is slightly more reliable.	1	The difference in bias between caucasians and non-caucasians is less in model y, so it is slightly more reliable.	Probably ${e://Field/pref_model}	The difference in bias between caucasians and non-caucasians is less in model y.	Probably model Z	The difference in bias between caucasians and non-caucasians is less in model y.	-1	The difference in bias between caucasians and non-caucasians is less in model y.	model Y	majority	Non-Caucasian	1.5	0.5
60ce20b540d291328bf5b356	icu	2	ICU is important to get a person to live longer	2	This prediction denies the person from receiving help	2	Society means every individual who is a part of a country or city. People who are mistakenly given ICU support could take the place of someone who needs it	1	Every person who visits the ER can be mistakenly denied ICU support	No	No	Yes	Disadvantaged	Mildly unfair	not sure why one group will more likely require ICU	Neither biased nor unbiased.	This does not give me much information on why one group was more likely to require ICU	Mostly unusable	This does not tell me why one group id more likely to require ICU	Mildly unfair	Some people who didn't need the support were given the ICU.	Mildly unbiased	I'm not sure how many mistakes were made for those who weren't given ICUs.	Mostly ununsable	What matters is how many people who did need it didn't get the ICUs because of the errors presented	Probably model Y	I think its fair to say that both  groups are equally as likely to require the ICU for support	Probably model X	Not sure why group will most likely require the ICU	Models X and Y are equally useful	I'm not sure what the negative affects are	1	I think its fair to say that both  groups are equally as likely to require the ICU for support	Probably model Z	I think it's unfair one group is impacted the most for denial of ICU use	Probably ${e://Field/pref_model}	why is one group being affected more by denials than the other one.	1	they are equally affected by denying them an ICU	model Y	minority	Non-Caucasian	2.0	1.5
615ecd9df93b5467b032282b	frauth	2	Stolen data	2	People’s privacy is at stake	2	Having access to anyone’s personal health care records is a solid no. There should be a margin of 1-3% error results.	2	Hoops violation 	Yes	No	Yes	Disadvantaged	Very unfair	It should be equal	Very unbiased	Access gained 60% Caucasian. It should be fair or close to similarity in performance.	Neither useful nor unusable	It’s flawed	Very unfair	Pr yo babii ty is too high. Not trust worthy.	Neither biased nor unbiased	It’s just data 	Completely unusable	Only 50%	Probably model Y	Granted access is equal	Definitely model X	It’s software seems to be better equipped for a certain group	Definitely model X	Less granted access mistakes	2	Better ergonomic Enviroment for the workers. 	Definitely ${e://Field/pref_model}	Equal acess	Definitely model Z	"Unfair poll e
Resultz"	-2	It works better 	model Y	minority	Non-Caucasian	2.0	2.0
6176377745c7352033f281df	frauth	2	Mistakenly granting access to unauthorized users in any setting can and will spell trouble in any significant way.	0	Requiring a usename/password is only an inconvenience to staff.	2	Society includes people, animals, plants, and the universe. Mistakenly granting access to unauthorized personnel is high impact because it puts people at risk.	0	I consider everyone in the world to be part of society. Including plants, animals, the universe, etc. . . It is still a low impact to fail to recognize hospital staff because it is only a minor inconvenience to need to type a username and password.	No	Yes	Yes	Advantaged	Mildly unfair	It has a significantly higher chance of granting access to people of color over white people.	Acceptably biased	People of color seem to be more easily detected by the device. It needs some work done for it to behave more equally towards both whites and people of color.	Mostly useful	The device is not totally useless given how it grants an equal amount of access to unauthorized personnel. It may just need a few tweaks done. 	Acceptably fair	There's a 50/50 chance of the device granting access to either a Caucasian or Non-Caucasian.	Very unbiased	I see no signs of bias.	Mostly useful	The device doesn't seem to unfairly distinguish people of color from white people.	Definitely model Y	For Model Y, there's an equal amount of chance that either a Caucasian or Non-Caucasian will be granted access, while Model X is significantly biased towards granting access to Non-Caucasians. Also, Model Y has an overall 69% chance of granting access to unauthorized personnel, while Model X has a 70% chance. Making model Y the most fair and superior model by being the least biased and also by being 1% less likely to grant unauthorized access.	Definitely model X	Model X is the most biased due to it having a higher probability of granting access to Non-Caucasians over Caucasians.	Definitely model Y	As previously stated, it is the least biased and safest.	2	Model Y is the least biased/superior model.	Definitely ${e://Field/pref_model}	It's got an equal chance of granting access to either a Caucasian or Non-Caucasian.	Definitely model Z	It's got a significantly higher chance of granting access to a non-Caucasian.	-2	It's less biased despite it rejecting more Caucasian authorized personnel.	model Y	majority	Non-Caucasian	2.0	0.0
6109e6edf61c274f2d101c23	icu	0	I don't think it would affect the individual very much. If anything they will be relieved that they will not have to go to the ICU.	2	I would be very impactful because the ICU is where people who are in serious condition are sent and if someone that needs it doesn't get sent there it could seriously harm them.	2	Society is everyone around the individual who is being directly affected. Society will be impacted greatly because there will be other individuals who need the help who aren't getting it because you were mistakingly put there.	0	Society is everyone around the individual who is directly being affected. This opens up room for someone else, so society won't be too worried.	No	Yes	Yes	Disadvantaged	Neither fair nor unfair	I do think it's fair because it picked people from both categories to get put into the ICU.	Acceptably biased	I do think it is biased towards Caucasians because it let more of them into the ICU, but they had the same amount of people who were mistakingly put there.	Mostly unusable	In this case it wasn't very useful. A great chunk of the non-caucasion people who were sent to the ICU weren't even supposed to be there so it was just messing with everything else. 	Neither fair nor unfair	I think it is neither fair or unfair because although it did make some mistakes, it also had some good predictions.	Acceptably biased	I think the model might have been a little biased towards those who are not Caucasian seeming as they had less mistakes among those granted access into the ICU.	Mostly useful	I think it is mostly useful because it can help predict help for those that are needed. It could be very useful if they worked out the kinks and made it more accurate.	Probably model Y	I think model Y is more fair because it let in the same amount of people from both groups.	Probably model X	I think model X might be more biased solely based off the fact that more people of one race were let in, while simultaneously having more mistakes for those that needed to be in there. 	Models X and Y are equally useful	I think they both have pros and cons and can be useful. 	1	This one seemed as the more fair choice overall, so I would have to pick model Y. 	Both ${e://Field/pref_model} and Z are equally fair	I think they both have pros and cons for how fair they are.	Probably ${e://Field/pref_model}	I think model Y is more biased because they let in more Caucasian people when a big chunk of them simply did not need to be there.	1	I think I would pick model Z because it had less mistakes compared to their initial group that was chosen.	model Y	minority	Non-Caucasian	1.0	1.0
61096a016b964e7af149fce3	icu	1	Based on both Models shown I believe this to be so.	0	Based on both models shown I believe this to be so.	1	Taking both models into consideration with Caucasians and non-Caucasians in mind.	0	Taking both models into consideration with Caucasians and non-Caucasians in mind.	Yes	Yes	Yes	Advantaged	Mildly unfair	The probability of predicting required ICU is much higher in Caucasian compared to non-Caucasian.	Neither biased nor unbiased.	No way to tell because if the model X is biased due to not knowing the data used or who program it.	Mostly useful	It can help cut down the amount of time used to evaluate patients.	Mildly unfair	Mistakes among only granted ICU support for Caucasians are almost double that of non-Caucasians.	Neither biased nor unbiased	It's hard to tell.	Mostly useful	In some cases, it could be useful as far as time and the number of patients that have to be evaluated.	Probably model Y	The probability of predicting ICU support require equally with both caucasian and non-caucasian.	Probably model X	The probability of predicting ICU support requires is much higher in caucasian compared to non-caucasian.	Models X and Y are equally useful	I think both models can be useful.	1	The probability of predicting ICU support required is equal with both caucasian and non-caucasian in model Y.	Both ${e://Field/pref_model} and Z are equally fair	Depending on what part of the Model  X or Y it will display some form of fairness.	Probably model Z	The probability of predicting ICU support require is higher in caucasian compared to non-caucasian with model Z.	-1	Model Y is equal on both sides when it comes to predicting ICU support.	model Y	minority	Non-Caucasian	1.0	0.0
